sentence,count
licence plate on vehicle,6
sheep has hair,6
tire on wheel,6
flash on camera,6
decal on shirt,6
section of tree,6
eye of seagull,6
passenger windows of airplane,6
trunk in snow,6
brown bear has leg,6
patch of grass on ground,6
beard on face of person,6
blond hair on person,6
black cat has nose,6
chair leg on chair,6
hoof on sheep,6
body has hand,6
needle of tree,6
giraffe sticking out h tongue,6
fence attached to pole,6
umbrella with spoke,6
button of coat,6
pizza contains tomato,6
body has hair,6
leg with spot,6
eyelash of zebra,6
paper in book,6
brown horse with foot,6
window on  building,6
giraffes leg of giraffe,6
animal has long tail,6
head on people,6
front wheels on airplane,6
light built into bus,6
river has water,6
bed has head board,6
beak on owl,6
number 8 on clock,6
window on fuselage,6
stem attached to apple,6
skateboard on wheel,6
motorcycle with headlight,6
marking painted on road,6
mouth of face,6
bat in batters hand,6
stripe of leg zebra,6
bear has coat,6
bean in bean,6
engine with car,6
sand under water,6
train riding track,6
dog has white paw,6
tire of dump truck,6
moss hanging from tree,6
giraffe has brown mane,6
ray of sun,6
light on rear of car,6
horse has hind legs,6
sidewalk with curb,6
crane has beak,6
button nose of teddy bear,6
foot on duck,6
bicycle has back tire,6
track in train yard,6
part of elephant,6
crossing sign on pole,6
plate with edge,6
wall with panel,6
mound on baseball field,6
ice in drink,6
oven has control,6
street lamp on post,6
elephant has left leg,6
windshield on window,6
window of locomotive,6
polar bear has fur,6
berry of berry,6
motorcycle has motor,6
street light near car,6
chicken has foot,6
white lines painted on road,6
nose sewn on bear,6
fin on fish,6
tongue on giraffe,6
shore near ocean,6
male has eye,6
hind leg of cow,6
cow has a white head,6
eye on panda,6
nail of finger,6
head belonging to dog,6
button above keyboard,6
passenger windows on train,6
sky with white cloud,6
shelf contains book,6
engine mounted underneath wing,6
leaf off tree,6
structure near building,6
back tire of motorcycle,6
cow has muzzle,6
light on lorry,6
person wears knee brace,6
tile part of wall,6
two windows on building,6
leg underneath horse,6
cow has ear piece,6
giraffe has giraffe tail,6
patch of dead grass,6
large body of water,6
box with lid,6
zebra has front hooves,6
pitcher pitching baseball,6
bear has dark eyes,6
cabinet with shelf,6
sidewalk near sidewalk,6
eye on bull,6
animal has beak,6
computer near monitor,6
leg limb of person,6
wheel in motorcycle,6
taillight of motorcycle,6
cover on book,6
rail near door,6
bedroom has door,6
airplane with landing gear,6
sideview mirror on truck,6
dogs leg of dog,6
drawer on nightstand,6
giraffe stretching neck,6
lake with water,6
giraffe has foreleg,6
spot on brownwhite giraffe,6
motorbike has headlight,6
toilet with cover,6
part of scissors,6
rear tire on motorcycle,6
knob on toaster oven,6
lady has black hair,6
building with a glass window,6
window located on airplane,6
elephants trunk of elephant,6
rear light on car,6
cabinet door on lower cabinet,6
airplane has letter,6
tusk attached to elephant,6
link in chain,6
button built into cellphone,6
person wearing military uniform,6
black dog has tail,6
green leaves in large tree,6
ear on dogs head,6
back tire on truck,6
engine beneath wing,6
track at train station,6
teddy bear has fur,6
building has porch,6
street light has lamp,6
stem on bush,6
tail with hair,6
head of male,6
windshield wiper of bus,6
player has wrist,6
grass in garden,6
bedroom with bed,6
slat bench of bench,6
mouth on guy,6
cup filled with liquid,6
arm rest of chair,6
tine on end of fork,6
person with teeth,6
part of seat,6
female has red hair,6
rooftop of building,6
giraffe on head,6
airplane with wheel,6
nose on face of person,6
people has dark hair,6
teeth of child,6
wall in hallway,6
button on clothes,6
back tire of bus,6
water in area,6
face apart of person,6
tail behind horse,6
wing of hawk,6
pole above fence,6
flower near plant,6
control panel on oven,6
tile hanging from wall,6
rear tire on car,6
child with eye,6
green leaves on brown tree,6
monkey has tail,6
elephant has knee,6
person wearing hairband,6
drawer on shelf,6
elephant leg of elephant,6
kitchen has drawer,6
stem in apple,6
monkey has nose,6
monkey has foot,6
feather on ostrich,6
stem from flower,6
window at building,6
beach with wave,6
people with brown hair,6
lid to jar,6
wheel beneath plane,6
pony has nose,6
bumper of vehicle,6
steering wheel on car,6
refrigerator covered with magnet,6
light on automobile,6
trunk has bark,6
person with sail,6
trunk has part,6
pole and sign,6
head belonging to cat,6
dog has hind legs,6
stalk of tree,6
mound in field,6
headlight on subway train,6
balcony with window,6
animal with mane,6
box has side,6
window of wall,6
boy has left eye,6
light on back of vehicle,6
person wearing dark clothes,6
cap has brim,6
wheel part of skateboard,6
zebra has black hoof,6
shrub of tree,6
bird has right foot,6
part of foot,6
ear attached to cat,6
roof over building,6
mast of ship,6
house has garage,6
hand on left,6
beard on guy,6
nose on aircraft,6
shower has head,6
tail with tuft,6
leaf of vegetable,6
button on black coat,6
door on back of plane,6
finger on left hand,6
wheel under truck,6
microwave has knob,6
wheel underneath truck,6
toilet has water tank,6
handle on briefcase,6
ivory of elephant,6
mouth of lamb,6
cat has hind leg,6
branch on tree trunk,6
tree on branch,6
tail on back of elephant,6
elephant has neck,6
water from ocean,6
locomotive on train,6
person enjoying sandwich,6
balcony near window,6
dogs ear on dog,6
crust on cheese,6
structure on roof,6
arm on animal,6
mozzarella cheese on pizza,6
wing has propeller,6
sunroof on car,6
arm of male,6
body has leg,6
handle to cabinet,6
cheese on pizza slice,6
leaf among leaf,6
person has hairline,6
finger has part,6
flower petal of flower,6
head belonging to zebra,6
leg of antelope,6
branch without leaf,6
lettering printed on sign,6
dog and person,6
floor part of bathroom,6
home has roof,6
tree trunk has branch,6
zebra has torso,6
nut in food,6
bird has black head,6
mouse attached to computer,6
stomach of person,6
bush in flower bed,6
glass on car,6
car has door handle,6
ground with ground,6
business sign has letter,6
corn has ear,6
zebra with black stripe,6
knob on vanity,6
line in tennis court,6
sneaker has sole,6
hub cap of tire,6
elephant has toe nail,6
eraser on pencil,6
bottle has part,6
pencil has eraser,6
line painted on crosswalk,6
zebra with nose,6
zebra with hoof,6
crack in crust,6
snout of polar bear,6
school bus has door,6
horn on top head,6
brick on brick building,6
line marking court,6
wave rolling through ocean,6
zebra has left eye,6
bus has double door,6
squirrel has tail,6
squirrel has eye,6
torso of giraffe,6
tennis shoes has lace,6
tile covering roof,6
tennis shoe has sole,6
light reflecting in mirror,6
door covering cabinet,6
door with hinge,6
headlight on taxi,6
hand with racket,6
open door on bus,6
wall of window,6
right leg of elephant,6
ape has hand,6
stem on pear,6
cloud in sky sky,6
vehicle with wheel,6
person has right wrist,6
wheel of moped,6
cup filled with water,6
bone on plate,6
building on wall,6
box car on train,6
flower on orange,6
light sitting on truck,6
baby near elephant,6
pant covering leg,6
wing on glider,6
letter on aircraft,6
leg on coffee table,6
blue shirt has collar,6
banana has mark,6
red flower on bush,6
rock on side road,6
leaf growing on tree branch,6
leg has knee,6
cockpit belonging to plane,6
blind hanging in window,6
nose belongs to bear,6
ripple in wave,6
sand along beach,6
small window on plane,6
mane belonging to zebra,6
grass and flower,6
person with shopping bag,6
rear tire on truck,6
glass made from glass,6
airplane propeller mounted on airplane,6
blade attached to airplane propeller,6
windshield on fire truck,6
collar of jacket,6
handle to suitcase,6
teddy bear has snout,6
person has left eyebrow,6
seat on car,6
face has mustache,6
door near car,6
wheel mounted on bus,6
tail belonging to giraffe,6
wire along wall,6
tire on engine,6
floor in shower,6
bus near bus stop,6
zebra with black stripes,6
window on food truck,6
sofa has leg,6
door on side train,6
living room has couch,6
door handle on cabinet,6
shoe on feet of person,6
finger has tip,6
plane has cockpit window,6
string on guitar,6
front of shirt,6
display window on building,6
door leading to airplane,6
leg has hoof,6
cabinet has cabinet door,6
keyboard has spacebar,6
water reflecting sunlight,6
desk with drawer,6
wave on lake,6
bread in sandwich,6
pole holds up sign,6
mast standing on boat,6
leg belonging to bear,6
face of kitten,6
girl with pony tail,6
right ear of teddy bear,6
cowboy wearing boot,6
ear above zebra,6
skin on apple,6
lock on drawer,6
car has rear view mirror,6
arm has hand,6
rubber tire of vehicle,6
bus has windshield wipers,6
train car on train tracks,6
window on fire truck,6
car train has window,6
knife held by person,6
arm of animal,6
chin of boy,6
board with fin,6
headlight on pickup,6
rear view mirror on bus,6
candy in dish,6
strip of grass,6
water on concrete,6
sign at top of pole,6
bear in colored clothing,6
mound of grass,6
bus at stop,6
swan has bill,6
headlight for motorcycle,6
border on plate,6
wave crashing on water,6
front window of plane,6
sheep has lamb,6
candle has wick,6
handle attached to pot,6
person has back turned,6
wheel on axle,6
people has nose,6
coat on bear,6
bus has black tire,6
finger on finger,6
leaf under branch,6
window along bus,6
kite has rope,6
head belonging to bear,6
leaf on weed,6
window placed on building,6
landing gear on aircraft,6
nail of dog,6
tip on tail,6
tile floor in bathroom,6
broccoli in vegetable,6
elephant near baby,6
rearview mirror on bus,6
banana has blemish,6
fridge covered in magnet,6
harbor with boat,6
arch in wall,6
stove top has burner,6
back wheel on airplane,6
windshield has windshield wiper,6
broccoli of broccoli,6
meal on dish,6
feather attached to bird,6
wheel of aeroplane,6
sail on sail boat,6
dog ear of dog,6
shrub near tree,6
orange has skin,6
udder under cow,6
bear has right foot,6
horse has black tail,6
baby has brown hair,6
rider has foot,6
house along road,6
engine in plane,6
headlight front of train,6
tree on savanna,6
bear wearing clothes,6
cow has thigh,6
cheese on cheese pizza,6
cell phone with button,6
polar bear has mouth,6
cat with person,6
wheel on moped,6
rear wheel of bike,6
wave in beach,6
skater has shoe,6
white wheel on skateboard,6
wiper on front,6
trunk attached to tree,6
window has window frame,6
bottle in water,6
bark near tree,6
reflection on surface of water,6
front wheel on skateboard,6
rear wheel of motorcycle,6
number reading on clock,6
fork with prong,6
train car in track,6
window on rail car,6
cushion sitting on chair,6
neck of lady,6
feather of rooster,6
pear has stem,6
wing of butterfly,6
island behind sea water,6
handle on bathroom door,6
curtain on shower,6
vehicle has front tire,6
bathroom with wall,6
bike wheel on bike,6
front lights on bus,6
back rest of chair,6
lady with ponytail,6
building covered with window,6
light behind car,6
coat on sheep,6
bus with light,6
hammer with handle,6
horn growing on giraffe,6
seat down on toilet,6
right ear on person,6
glass window on blue building,6
cover on traffic light,6
slide in playground,6
kite in flight,6
windscreen on bus,6
person dress black,6
pole in sign,6
writing on stop sign,6
window on aeroplane,6
beak of crane,6
button of jacket,6
light through tree,6
pocket on suit,6
keyboard to computer,6
grass has plant,6
water near wave,6
goose has wing,6
handle on coffee mug,6
toe of cat,6
sock on horse,6
letter key located on keyboard,6
control panel of oven,6
bicycle has spoke,6
picture reflected in mirror,6
shoe lace on tennis shoe,6
trunk on floor,6
person extended arm,6
head with horn,6
water coming off wave,6
black hair on tail,6
baby with eye,6
boy wearing eye glasses,6
wall outside window,6
branch on shrub,6
clock has 10,6
vehicle has rear wheel,6
shore on beach,6
writing printed on sign,6
water at sand,6
aircraft has door,6
button mounted on remote,6
beach with rock,6
spot on giraffe neck,6
building behind window,6
person right ear,6
object on surface,6
rump of zebra,6
bill on hat,6
face has beard,6
ear of black cat,6
giraffe neck of giraffe,6
bush near flower,6
donut has center,6
step leading to entrance,6
beak of flamingo,6
scale has number,6
back has hump,6
handle near bathroom,6
motorcycle has head light,6
window on toy train,6
fence post on fence,6
hair of dog,6
ear on side,6
person with h hand,6
kettle with handle,6
fireplace with mantel,6
brick near street,6
ear part of elephant,6
rear legs of giraffe,6
bottle with cork,6
letter m on sign,6
hand on male,6
wave formed in ocean,6
ear on mans head,6
tree has tree branch,6
part of head,6
hair on mans face,6
phone with cord,6
ear part of zebra,6
fish has mouth,6
wall outside bathroom,6
sink near faucet,6
beam in building,6
gate has hinge,6
bus door of bus,6
tombstone in graveyard,6
leg attached to elephant,6
tail has star,6
